Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1737120946,3,,Aggregated,1.500000,0.000000,160,170,210,230,260,290,320,320,360,360,360,162,0,160.0,183.83554012345743,131.39560000000472,359.5568000000071,196.0
1737120947,3,,Aggregated,1.400000,0.000000,160,170,210,230,260,290,320,320,360,360,360,163,0,160.0,183.58467607362036,131.39560000000472,359.5568000000071,196.0
1737120948,3,,Aggregated,1.400000,0.000000,160,170,210,230,260,290,320,320,360,360,360,165,0,160.0,184.40889818181884,131.39560000000472,359.5568000000071,196.0
1737120949,3,,Aggregated,1.300000,0.000000,160,170,210,230,260,290,320,320,360,360,360,167,0,160.0,184.4411556886234,131.39560000000472,359.5568000000071,196.0
1737120950,3,,Aggregated,1.300000,0.000000,160,170,210,230,260,290,320,320,360,360,360,167,0,160.0,184.4411556886234,131.39560000000472,359.5568000000071,196.0
1737120951,3,,Aggregated,1.600000,0.000000,160,170,210,230,260,290,320,320,360,360,360,169,0,160.0,183.96201124260415,131.39560000000472,359.5568000000071,196.0
1737120952,3,,Aggregated,1.400000,0.000000,160,170,210,230,260,290,320,320,360,360,360,171,0,160.0,184.866415204679,131.39560000000472,359.5568000000071,196.0
1737120953,3,,Aggregated,1.400000,0.000000,160,170,210,230,260,290,320,320,360,360,360,172,0,160.0,184.62959883720998,131.39560000000472,359.5568000000071,196.0
1737120954,3,,Aggregated,1.300000,0.000000,160,170,210,230,260,290,320,320,360,360,360,174,0,160.0,184.19247643678239,131.39560000000472,359.5568000000071,196.0
1737120955,3,,Aggregated,1.300000,0.000000,160,170,210,230,260,290,320,320,360,360,360,174,0,160.0,184.19247643678239,131.39560000000472,359.5568000000071,196.0
1737120956,3,,Aggregated,1.400000,0.000000,160,170,210,230,260,290,320,320,360,360,360,177,0,160.0,184.80033559322126,131.39560000000472,359.5568000000071,196.0
1737120957,3,,Aggregated,1.400000,0.000000,160,170,210,230,260,290,320,320,360,360,360,177,0,160.0,184.80033559322126,131.39560000000472,359.5568000000071,196.0
